pid,tid,searchSeq,resultRank,cnt,rank,text
9,3,0,6,90,9,indexOf(number)
9,3,0,7,17,0,T[].findIndex(function): number
9,3,0,7,17,1,T[].filter(function): T[]
9,3,0,7,17,2,T[].map(function): U[]
9,3,0,7,17,3,T[].forEach(function): void
9,3,0,7,17,4,map(function)
9,3,0,7,17,5,"T[].splice(number, number, T[]): T[]"
9,3,0,7,17,6,T[].find(function): T
9,3,0,7,17,7,findIndex(function)
9,3,0,7,17,8,forEach(function)
9,3,0,7,17,9,T[].pop(): T
9,3,0,8,4,0,T[].filter(function): T[]
9,3,0,8,4,1,filter(function)
9,3,0,9,10,0,includes(unknown)
9,3,0,9,10,1,"inArray(number, string[])"
9,3,0,9,10,2,"has(unknown, boolean)"
9,3,0,9,10,3,has(object)
9,3,0,9,10,4,"has(object, number)"
9,3,0,9,10,5,has(string)
9,3,0,9,10,6,has(number)
9,3,0,9,10,7,"ObjectConstructor.defineProperty(T, PropertyKey, PropertyDescriptor & ThisType<any>): T"
9,3,0,9,10,8,indexOf(unknown)
9,3,0,9,10,9,"customSlowerSearch(unknown, unknown)"
9,1,0,0,60,0,JSON.parse(string)
9,1,0,0,60,1,JSON.stringify(unknown): string
9,1,0,0,60,2,T[].slice(): T[]
9,1,0,0,60,3,slice()
9,1,0,0,60,4,slice(number)
9,1,0,0,60,5,JSON.stringify(function): string
9,1,0,0,60,6,map(function)
9,1,0,0,60,7,T[].push(T[]): number
9,1,0,0,60,8,ArrayConstructor.Array(T[]): T[]
9,1,0,0,60,9,clone(function[]): void
9,1,0,1,11,0,JSON.stringify(function): string
9,1,0,1,11,1,JSON.parse(string)
9,1,0,1,11,2,T[].slice(number): T[]
9,1,0,1,11,3,T[].map(function): U[]
9,1,0,1,11,4,"extend(boolean, undefined[], function)"
9,1,0,1,11,5,slice(number)
9,1,0,1,11,6,T[].slice(): T[]
9,1,0,1,11,7,T[].concat(ConcatArray<T>[]): T[]
9,1,0,1,11,8,ArrayConstructor.from(Iterable<T> | ArrayLike<T>): T[]
9,1,0,1,11,9,T[].push(T[]): number
9,1,0,2,5,0,T[].concat(function): T[]
9,1,0,2,5,1,undefined[].add(string)
9,1,0,2,5,2,add(string)
9,1,0,2,5,3,T[].slice(): T[]
9,1,0,2,5,4,T[].push(T[]): number
9,1,0,3,9,0,T[].map(function): U[]
9,1,0,3,9,1,T[].forEach(function): void
9,1,0,3,9,2,map(function)
9,1,0,3,9,3,forEach(function)
9,1,0,3,9,4,slice()
9,1,0,3,9,5,JSON.parse(string)
9,1,0,3,9,6,JSON.stringify(unknown): string
9,1,0,4,1,0,"T[].splice(number, number, T[]): T[]"
9,1,0,5,19,0,map(function)
9,1,0,5,19,1,"getGenericItems(unknown, unknown)"
9,1,0,5,19,2,T[].forEach(function): void
9,1,0,5,19,3,cloneDeep(unknown)
9,1,0,5,19,4,JSON.parse(string)
9,1,0,5,19,5,JSON.stringify(unknown): string
9,1,0,5,19,6,slice()
9,1,0,5,19,7,T[].map(function): U[]
9,1,0,5,19,8,"deepArrayCopy(unknown, unknown)"
9,1,0,5,19,9,typeof globalThis.deepArrayCopy(unknown)
9,1,0,6,4,0,bestCopyEver(object)
9,1,0,6,4,1,iterationCopy(object): object
9,1,0,6,4,2,JSON.stringify(unknown): string
9,1,0,6,4,3,JSON.parse(string)
9,1,0,7,1,0,T[].map(function): U[]
9,1,0,8,39,0,JSON.stringify(unknown): string
9,1,0,8,39,1,JSON.parse(string)
9,1,0,8,39,2,map(function)
9,1,0,8,39,3,structuredClone(unknown)
9,1,0,8,39,4,slice(number)
9,1,0,8,39,5,"map(unknown, function)"
9,1,0,8,39,6,evalJSON(unknown)
9,1,0,8,39,7,toJSON(unknown)
9,1,0,8,39,8,JSON.stringify(object): string
9,1,0,8,39,9,cloneDeep(function)
9,1,0,9,2,0,JSON.stringify(number[][]): string
9,1,0,9,2,1,JSON.parse(string)
9,5,0,0,52,0,subtract(object)
9,5,0,0,52,1,moment(string)
9,5,0,0,52,2,String.split(string | RegExp): string[]
9,5,0,0,52,3,subtract(unknown)
9,5,0,0,52,4,moment(number)
9,5,0,0,52,5,format(string)
9,5,0,0,52,6,toString()
9,5,0,0,52,7,subtract(ObjectConstructor)
9,5,0,0,52,8,"subtract(StringConstructor, StringConstructor)"
9,5,0,0,52,9,"subtract(NumberConstructor, StringConstructor)"
9,5,0,1,34,0,"subtract(number, string)"
9,5,0,1,34,1,format(string)
9,5,0,1,34,2,moment()
9,5,0,1,34,3,toDate()
9,5,0,1,34,4,moment(Date)
9,5,0,1,34,5,duration(object)
9,5,0,1,34,6,subtract(unknown)
9,5,0,1,34,7,"subtract(string, number)"
9,5,0,1,34,8,format()
9,5,0,1,34,9,"moment(string, string)"
9,5,0,2,87,0,Date.getDate(): number
9,5,0,2,87,1,Date.getTime(): number
9,5,0,2,87,2,Date.setDate(number): number
9,5,0,2,87,3,Date.setTime(number): number
9,5,0,2,87,4,Date.toLocaleString(): string
9,5,0,2,87,5,Document.write(string[]): void
9,5,0,2,87,6,"addDays(Date, number): Date"
9,5,0,2,87,7,Date.getMonth(): number
9,5,0,2,87,8,Date.getFullYear(): number
9,5,0,2,87,9,"AddOrSubractDays(Date, number, boolean): Date"
9,5,0,3,29,0,Date.setMinutes(number): number
9,5,0,3,29,1,Date.getMinutes(): number
9,5,0,3,29,2,getMinutes()
9,5,0,3,29,3,DateConstructor.now(): number
9,5,0,3,29,4,getTime()
9,5,0,3,29,5,toDate()
9,5,0,3,29,6,"subtract(number, string)"
9,5,0,3,29,7,moment(Date)
9,5,0,3,29,8,now()
9,5,0,3,29,9,minus(object)
9,5,0,4,1,0,"calculateWithoutTimeOffset(unknown, unknown)"
9,5,0,6,6,0,Math.abs(number): number
9,5,0,6,6,1,"replace(regex, string)"
9,5,0,6,6,2,"it(string, function)"
9,5,0,7,115,0,duration(unknown)
9,5,0,7,115,1,diff(unknown)
9,5,0,7,115,2,asHours()
9,5,0,7,115,3,Math.floor(number): number
9,5,0,7,115,4,"moment(string, string)"
9,5,0,7,115,5,moment(string)
9,5,0,7,115,6,asMinutes()
9,5,0,7,115,7,utc(unknown)
9,5,0,7,115,8,format(string)
9,5,0,7,115,9,"diff(unknown, string)"
9,5,0,9,20,0,moment(unknown)
9,5,0,9,20,1,format(string)
9,5,0,9,20,2,moment()
9,5,0,9,20,3,format()
9,5,0,9,20,4,"subtract(number, string)"
9,5,0,9,20,5,unix()
9,5,0,9,20,6,fromNow()
10,3,0,0,29,0,T[].filter(function): T[]
10,3,0,0,29,1,"search(string, object[])"
10,3,0,0,29,2,T[].find(function): T
10,3,0,0,29,3,find(function)
10,3,0,0,29,4,indexOf(unknown)
10,3,0,0,29,5,"fill(string, unknown, number)"
10,3,0,0,29,6,findIndex(function)
10,3,0,0,29,7,function.search(string): object
10,3,0,0,29,8,forEach(function)
10,3,0,0,29,9,map(function)
10,3,0,1,17,0,T[].indexOf(T): number
10,3,0,1,17,1,T[].includes(T): boolean
10,3,0,1,17,2,"inArray(string, string[])"
10,3,0,1,17,3,includes(string)
10,3,0,1,17,4,"inArray(string, unknown)"
10,3,0,1,17,5,T[].some(function): boolean
10,3,0,1,17,6,T[].find(function): T
10,3,0,2,8,0,T[].some(function): boolean
10,3,0,2,8,1,T[].filter(function): T[]
10,3,0,2,8,2,T[].findIndex(function): number
10,3,0,2,8,3,T[].find(function): T
10,3,0,2,8,4,find(function)
10,3,0,2,8,5,T[].forEach(function): void
10,3,0,3,28,0,T[].find(function): T
10,3,0,3,28,1,T[].filter(function): T[]
10,3,0,3,28,2,find(function)
10,3,0,3,28,3,"filterValue(object[], string, number)"
10,3,0,3,28,4,"filteredArray(object[], string, number): any[]"
10,3,0,3,28,5,"findWhere(unknown, object)"
10,3,0,3,28,6,T[].findIndex(function): number
10,3,0,3,28,7,some(function)
10,3,0,3,28,8,"select(unknown, function)"
10,3,0,3,28,9,"reduce(function, null)"
10,3,0,4,46,0,"T[].reduce(function, U): U"
10,3,0,4,46,1,filter(function)
10,3,0,4,46,2,"grep(unknown, function)"
10,3,0,4,46,3,T[].find(function): T
10,3,0,4,46,4,function.(): function
10,3,0,4,46,5,T[].map(function): U[]
10,3,0,4,46,6,ArrayConstructor.Array(number): any[]
10,3,0,4,46,7,map(function[])
10,3,0,4,46,8,"each(unknown, function)"
10,3,0,4,46,9,map(function)
10,3,0,5,4,0,T[].filter(function): T[]
10,3,0,5,4,1,filter(function)
10,3,0,6,90,0,T[].includes(T): boolean
10,3,0,6,90,1,T[].indexOf(T): number
10,3,0,6,90,2,T[].find(function): T
10,3,0,6,90,3,T[].some(function): boolean
10,3,0,6,90,4,"ObjectConstructor.defineProperty(T, PropertyKey, PropertyDescriptor & ThisType<any>): T"
10,3,0,6,90,5,T[].findIndex(function): number
10,3,0,6,90,6,number[].contains(number)
10,3,0,6,90,7,number[].contains(string)
10,3,0,6,90,8,indexOf(string)
10,3,0,6,90,9,indexOf(number)
10,3,0,7,17,0,T[].findIndex(function): number
10,3,0,7,17,1,T[].filter(function): T[]
10,3,0,7,17,2,T[].map(function): U[]
10,3,0,7,17,3,T[].forEach(function): void
10,3,0,7,17,4,map(function)
10,3,0,7,17,5,"T[].splice(number, number, T[]): T[]"
10,3,0,7,17,6,T[].find(function): T
10,3,0,7,17,7,findIndex(function)
10,3,0,7,17,8,forEach(function)
10,3,0,7,17,9,T[].pop(): T
10,1,0,0,60,0,JSON.parse(string)
10,1,0,0,60,1,JSON.stringify(unknown): string
10,1,0,0,60,2,T[].slice(): T[]
10,1,0,0,60,3,slice()
10,1,0,0,60,4,slice(number)
10,1,0,0,60,5,JSON.stringify(function): string
10,1,0,0,60,6,map(function)
10,1,0,0,60,7,T[].push(T[]): number
10,1,0,0,60,8,ArrayConstructor.Array(T[]): T[]
10,1,0,0,60,9,clone(function[]): void
10,1,0,1,11,0,JSON.stringify(function): string
10,1,0,1,11,1,JSON.parse(string)
10,1,0,1,11,2,T[].slice(number): T[]
10,1,0,1,11,3,T[].map(function): U[]
10,1,0,1,11,4,"extend(boolean, undefined[], function)"
10,1,0,1,11,5,slice(number)
10,1,0,1,11,6,T[].slice(): T[]
10,1,0,1,11,7,T[].concat(ConcatArray<T>[]): T[]
10,1,0,1,11,8,ArrayConstructor.from(Iterable<T> | ArrayLike<T>): T[]
10,1,0,1,11,9,T[].push(T[]): number
10,1,0,2,5,0,T[].concat(function): T[]
10,1,0,2,5,1,undefined[].add(string)
10,1,0,2,5,2,add(string)
10,1,0,2,5,3,T[].slice(): T[]
10,1,0,2,5,4,T[].push(T[]): number
10,1,0,3,9,0,T[].map(function): U[]
10,1,0,3,9,1,T[].forEach(function): void
10,1,0,3,9,2,map(function)
10,1,0,3,9,3,forEach(function)
10,1,0,3,9,4,slice()
10,1,0,3,9,5,JSON.parse(string)
10,1,0,3,9,6,JSON.stringify(unknown): string
10,1,0,4,1,0,"T[].splice(number, number, T[]): T[]"
10,1,0,5,19,0,map(function)
10,1,0,5,19,1,"getGenericItems(unknown, unknown)"
10,1,0,5,19,2,T[].forEach(function): void
10,1,0,5,19,3,cloneDeep(unknown)
10,1,0,5,19,4,JSON.parse(string)
10,1,0,5,19,5,JSON.stringify(unknown): string
10,1,0,5,19,6,slice()
10,1,0,5,19,7,T[].map(function): U[]
10,1,0,5,19,8,"deepArrayCopy(unknown, unknown)"
10,1,0,5,19,9,typeof globalThis.deepArrayCopy(unknown)
10,1,0,6,4,0,bestCopyEver(object)
10,1,0,6,4,1,iterationCopy(object): object
10,1,0,6,4,2,JSON.stringify(unknown): string
10,1,0,6,4,3,JSON.parse(string)
10,1,0,7,1,0,T[].map(function): U[]
10,1,0,8,39,0,JSON.stringify(unknown): string
10,1,0,8,39,1,JSON.parse(string)
10,1,0,8,39,2,map(function)
10,1,0,8,39,3,structuredClone(unknown)
10,1,0,8,39,4,slice(number)
10,1,0,8,39,5,"map(unknown, function)"
10,1,0,8,39,6,evalJSON(unknown)
10,1,0,8,39,7,toJSON(unknown)
10,1,0,8,39,8,JSON.stringify(object): string
10,1,0,8,39,9,cloneDeep(function)
10,1,0,9,2,0,JSON.stringify(number[][]): string
10,1,0,9,2,1,JSON.parse(string)
10,1,1,0,60,0,JSON.parse(string)
10,1,1,0,60,1,JSON.stringify(unknown): string
10,1,1,0,60,2,T[].slice(): T[]
10,1,1,0,60,3,slice()
10,1,1,0,60,4,slice(number)
10,1,1,0,60,5,JSON.stringify(function): string
10,1,1,0,60,6,map(function)
10,1,1,0,60,7,T[].push(T[]): number
10,1,1,0,60,8,ArrayConstructor.Array(T[]): T[]
10,1,1,0,60,9,clone(function[]): void
10,1,1,1,22,0,clone()
10,1,1,1,22,1,Dog.getName(): void
10,1,1,1,22,2,println(void)
10,1,1,1,22,3,setName(string)
10,1,1,1,22,4,typeof myDogs.clone()
10,1,1,1,22,5,println(number)
10,1,1,1,22,6,println(unknown)
10,1,1,1,22,7,println(string)
10,1,1,1,22,8,getClass()
10,1,1,1,22,9,equals(unknown)
10,1,1,2,19,0,map(function)
10,1,1,2,19,1,"getGenericItems(unknown, unknown)"
10,1,1,2,19,2,T[].forEach(function): void
10,1,1,2,19,3,cloneDeep(unknown)
10,1,1,2,19,4,JSON.parse(string)
10,1,1,2,19,5,JSON.stringify(unknown): string
10,1,1,2,19,6,slice()
10,1,1,2,19,7,T[].map(function): U[]
10,1,1,2,19,8,"deepArrayCopy(unknown, unknown)"
10,1,1,2,19,9,typeof globalThis.deepArrayCopy(unknown)
10,1,1,3,5,0,T[].concat(function): T[]
10,1,1,3,5,1,undefined[].add(string)
10,1,1,3,5,2,add(string)
10,1,1,3,5,3,T[].slice(): T[]
10,1,1,3,5,4,T[].push(T[]): number
10,1,1,4,3,0,T[].concat(ConcatArray<T>[]): T[]
10,1,1,4,3,1,function.self2()
10,1,1,4,3,2,"apply(unknown, unknown)"
10,1,1,5,9,0,T[].map(function): U[]
10,1,1,5,9,1,T[].forEach(function): void
10,1,1,5,9,2,map(function)
10,1,1,5,9,3,forEach(function)
10,1,1,5,9,4,slice()
10,1,1,5,9,5,JSON.parse(string)
10,1,1,5,9,6,JSON.stringify(unknown): string
10,1,1,6,50,0,State(unknown)
10,1,1,6,50,1,Param(object)
10,1,1,6,50,2,Fork(number)
10,1,1,6,50,3,BenchmarkMode(unknown)
10,1,1,6,50,4,Benchmark(unknown)
10,1,1,6,50,5,"Measurement(number, number, number)"
10,1,1,6,50,6,"Warmup(number, number, number)"
10,1,1,6,50,7,OutputTimeUnit(unknown)
10,1,1,6,50,8,Setup(unknown)
10,1,1,6,50,9,"create(unknown, unknown)"
10,1,1,8,5,0,clone()
10,1,1,8,5,1,"main(unknown, unknown)"
10,1,1,8,5,2,println(boolean)
10,1,1,9,39,0,JSON.stringify(unknown): string
10,1,1,9,39,1,JSON.parse(string)
10,1,1,9,39,2,map(function)
10,1,1,9,39,3,structuredClone(unknown)
10,1,1,9,39,4,slice(number)
10,1,1,9,39,5,"map(unknown, function)"
10,1,1,9,39,6,evalJSON(unknown)
10,1,1,9,39,7,toJSON(unknown)
10,1,1,9,39,8,JSON.stringify(object): string
10,1,1,9,39,9,cloneDeep(function)
10,5,0,0,4,0,"diff(unknown, string)"
10,5,0,0,4,1,diff(unknown)
10,5,0,0,4,2,moment(string)
10,5,0,1,31,0,moment()
10,5,0,1,31,1,"subtract(number, string)"
10,5,0,1,31,2,format(string)
10,5,0,1,31,3,moment(number)
10,5,0,1,31,4,DateConstructor.now(): number
10,5,0,1,31,5,toDate()
10,5,0,1,31,6,endOf(string)
10,5,0,1,31,7,day(number)
10,5,0,1,31,8,startOf(string)
10,5,0,2,34,0,"subtract(number, string)"
10,5,0,2,34,1,format(string)
10,5,0,2,34,2,moment()
10,5,0,2,34,3,toDate()
10,5,0,2,34,4,moment(Date)
10,5,0,2,34,5,duration(object)
10,5,0,2,34,6,subtract(unknown)
10,5,0,2,34,7,"subtract(string, number)"
10,5,0,2,34,8,format()
10,5,0,2,34,9,"moment(string, string)"
10,5,0,3,34,0,format(string)
10,5,0,3,34,1,"subtract(number, string)"
10,5,0,3,34,2,"add(number, string)"
10,5,0,3,34,3,moment(number)
10,5,0,3,34,4,"subtract(string, number)"
10,5,0,3,34,5,"add(string, number)"
10,5,0,3,34,6,moment()
10,5,0,3,34,7,Document.getElementById(string): HTMLElement
10,5,0,3,34,8,Date.PrevDay(number)
10,5,0,3,34,9,Date.Nextday(number)
10,5,0,4,4,0,setDate(unknown): void
10,5,0,4,4,1,now()
10,5,0,4,4,2,moment(unknown)
10,5,0,4,4,3,"add(number, string)"
10,5,0,5,25,0,diff(unknown)
10,5,0,5,25,1,"tz(Date, string, string)"
10,5,0,5,25,2,local()
10,5,0,5,25,3,duration(unknown)
10,5,0,5,25,4,asHours()
10,5,0,5,25,5,"tz(unknown, string, string)"
10,5,0,5,25,6,"diff(unknown, string)"
10,5,0,5,25,7,moment()
10,5,0,5,25,8,moment(unknown)
10,5,0,5,25,9,format(string)
10,5,0,6,1,0,"subtract(number, string)"
10,5,0,7,5,0,clone()
10,5,0,7,5,1,"subtract(number, string)"
10,5,0,7,5,2,format()
10,5,0,7,5,3,moment(string)
10,5,0,8,15,0,"subtract(string, number)"
10,5,0,8,15,1,moment()
10,5,0,8,15,2,"subtract(number, string)"
10,5,0,8,15,3,format(string)
10,5,0,9,30,0,Number.toString(): string
10,5,0,9,30,1,moment(string)
10,5,0,9,30,2,unix()
10,5,0,9,30,3,toString()
10,5,0,9,30,4,year()
10,5,0,9,30,5,"subtract(number, string)"
10,5,0,9,30,6,moment(unknown)
10,5,0,9,30,7,asDays()
10,5,0,9,30,8,diff(unknown)
10,5,0,9,30,9,duration(unknown)
11,2,0,0,72,0,T[].sort(function): this
11,2,0,0,72,1,sort(function)
11,2,0,0,72,2,"sortBy(unknown, string)"
11,2,0,0,72,3,"function.sort_by(string, boolean, typeof parseInt): function"
11,2,0,0,72,4,"function.sort_by(string, boolean, function): function"
11,2,0,0,72,5,sort(typeof mycomparator)
11,2,0,0,72,6,function[].(): function[]
11,2,0,0,72,7,"sortBy(any[], object): any[]"
11,2,0,0,72,8,reverse()
11,2,0,0,72,9,T[].sort(): this
11,2,0,1,4,0,"function[].sortBy(object[], string, number): any[]"
11,2,0,1,4,1,"function[].sortBy(object[], string): any[]"
11,2,0,2,12,0,sort(function)
11,2,0,2,12,1,T[].sort(function): this
11,2,0,2,12,2,T[].push(T[]): number
11,2,0,3,6,0,ObjectConstructor.keys(object): string[]
11,2,0,3,6,1,T[].sort(function): this
11,2,0,3,6,2,sort(typeof compare)
11,2,0,4,7,0,T[].reverse(): T[]
11,2,0,4,7,1,"ObjectConstructor.fromEntries(Iterable<readonly [PropertyKey, T]>): object"
11,2,0,4,7,2,"ObjectConstructor.entries(object): [string, T][]"
11,2,0,4,7,3,ObjectConstructor.keys(object): string[]
11,2,0,4,7,4,T[].sort(): this
11,2,0,4,7,5,T[].forEach(function): void
11,2,0,5,94,0,sort(function)
11,2,0,5,94,1,T[].sort(function): this
11,2,0,5,94,2,"object[].sortBy(string, string)"
11,2,0,5,94,3,sortBy(string)
11,2,0,5,94,4,reverse(unknown)
11,2,0,5,94,5,sort(typeof compare)
11,2,0,5,94,6,dynamicSort(string): function
11,2,0,5,94,7,"dynamicSortMultiple(string, string): function"
11,2,0,5,94,8,ArrayConstructor.from(Iterable<T> | ArrayLike<T>): T[]
11,2,0,5,94,9,"sortBy(object[], string)"
11,2,0,6,3,0,T[].sort(function): this
11,2,0,7,1,0,T[].sort(function): this
11,2,0,8,6,0,T[].sort(function): this
11,2,0,8,6,1,sort(function)
11,2,0,9,13,0,sort(function)
11,2,0,9,13,1,T[].sort(function): this
11,2,0,9,13,2,dynamicSort(string): function
11,6,0,0,8,0,static(string)
11,6,0,0,8,1,use(unknown)
11,6,0,0,8,2,"use(string, unknown)"
11,6,0,3,4,0,"join(unknown, string)"
11,6,0,3,4,1,static(unknown)
11,6,0,3,4,2,"use(string, unknown)"
11,6,0,3,4,3,"get(string, unknown)"
11,6,0,4,3,0,use(function)
11,6,0,4,3,1,static(string)
11,6,0,4,3,2,use(unknown)
11,6,0,5,7,0,static(unknown)
11,6,0,5,7,1,use(unknown)
11,6,0,5,7,2,"join(unknown, string)"
11,6,0,5,7,3,"join(unknown, string, string)"
11,6,0,6,7,0,static(string)
11,6,0,6,7,1,"use(string, unknown)"
11,6,0,6,7,2,"join(unknown, string)"
11,6,0,6,7,3,static(unknown)
11,6,0,6,7,4,use(unknown)
11,6,0,7,3,0,"use(string, function)"
11,6,0,7,3,1,use(function)
11,6,0,8,3,0,"get(string, function)"
12,2,0,0,72,0,T[].sort(function): this
12,2,0,0,72,1,sort(function)
12,2,0,0,72,2,"sortBy(unknown, string)"
12,2,0,0,72,3,"function.sort_by(string, boolean, typeof parseInt): function"
12,2,0,0,72,4,"function.sort_by(string, boolean, function): function"
12,2,0,0,72,5,sort(typeof mycomparator)
12,2,0,0,72,6,function[].(): function[]
12,2,0,0,72,7,"sortBy(any[], object): any[]"
12,2,0,0,72,8,reverse()
12,2,0,0,72,9,T[].sort(): this
12,2,0,1,4,0,"function[].sortBy(object[], string, number): any[]"
12,2,0,1,4,1,"function[].sortBy(object[], string): any[]"
12,2,0,2,12,0,sort(function)
12,2,0,2,12,1,T[].sort(function): this
12,2,0,2,12,2,T[].push(T[]): number
12,2,0,3,6,0,ObjectConstructor.keys(object): string[]
12,2,0,3,6,1,T[].sort(function): this
12,2,0,3,6,2,sort(typeof compare)
12,2,0,4,7,0,T[].reverse(): T[]
12,2,0,4,7,1,"ObjectConstructor.fromEntries(Iterable<readonly [PropertyKey, T]>): object"
12,2,0,4,7,2,"ObjectConstructor.entries(object): [string, T][]"
12,2,0,4,7,3,ObjectConstructor.keys(object): string[]
12,2,0,4,7,4,T[].sort(): this
12,2,0,4,7,5,T[].forEach(function): void
12,2,0,5,94,0,sort(function)
12,2,0,5,94,1,T[].sort(function): this
12,2,0,5,94,2,"object[].sortBy(string, string)"
12,2,0,5,94,3,sortBy(string)
12,2,0,5,94,4,reverse(unknown)
12,2,0,5,94,5,sort(typeof compare)
12,2,0,5,94,6,dynamicSort(string): function
12,2,0,5,94,7,"dynamicSortMultiple(string, string): function"
12,2,0,5,94,8,ArrayConstructor.from(Iterable<T> | ArrayLike<T>): T[]
12,2,0,5,94,9,"sortBy(object[], string)"
12,2,0,6,3,0,T[].sort(function): this
12,2,0,7,1,0,T[].sort(function): this
12,2,0,8,6,0,T[].sort(function): this
12,2,0,8,6,1,sort(function)
12,2,0,9,13,0,sort(function)
12,2,0,9,13,1,T[].sort(function): this
12,2,0,9,13,2,dynamicSort(string): function
12,1,0,0,60,0,JSON.parse(string)
12,1,0,0,60,1,JSON.stringify(unknown): string
12,1,0,0,60,2,T[].slice(): T[]
12,1,0,0,60,3,slice()
12,1,0,0,60,4,slice(number)
12,1,0,0,60,5,JSON.stringify(function): string
12,1,0,0,60,6,map(function)
12,1,0,0,60,7,T[].push(T[]): number
12,1,0,0,60,8,ArrayConstructor.Array(T[]): T[]
12,1,0,0,60,9,clone(function[]): void
12,1,0,1,11,0,JSON.stringify(function): string
12,1,0,1,11,1,JSON.parse(string)
12,1,0,1,11,2,T[].slice(number): T[]
12,1,0,1,11,3,T[].map(function): U[]
12,1,0,1,11,4,"extend(boolean, undefined[], function)"
12,1,0,1,11,5,slice(number)
12,1,0,1,11,6,T[].slice(): T[]
12,1,0,1,11,7,T[].concat(ConcatArray<T>[]): T[]
12,1,0,1,11,8,ArrayConstructor.from(Iterable<T> | ArrayLike<T>): T[]
12,1,0,1,11,9,T[].push(T[]): number
12,1,0,2,5,0,T[].concat(function): T[]
12,1,0,2,5,1,undefined[].add(string)
12,1,0,2,5,2,add(string)
12,1,0,2,5,3,T[].slice(): T[]
12,1,0,2,5,4,T[].push(T[]): number
12,1,0,3,9,0,T[].map(function): U[]
12,1,0,3,9,1,T[].forEach(function): void
12,1,0,3,9,2,map(function)
12,1,0,3,9,3,forEach(function)
12,1,0,3,9,4,slice()
12,1,0,3,9,5,JSON.parse(string)
12,1,0,3,9,6,JSON.stringify(unknown): string
12,1,0,4,1,0,"T[].splice(number, number, T[]): T[]"
12,1,0,5,19,0,map(function)
12,1,0,5,19,1,"getGenericItems(unknown, unknown)"
12,1,0,5,19,2,T[].forEach(function): void
12,1,0,5,19,3,cloneDeep(unknown)
12,1,0,5,19,4,JSON.parse(string)
12,1,0,5,19,5,JSON.stringify(unknown): string
12,1,0,5,19,6,slice()
12,1,0,5,19,7,T[].map(function): U[]
12,1,0,5,19,8,"deepArrayCopy(unknown, unknown)"
12,1,0,5,19,9,typeof globalThis.deepArrayCopy(unknown)
12,1,0,6,4,0,bestCopyEver(object)
12,1,0,6,4,1,iterationCopy(object): object
12,1,0,6,4,2,JSON.stringify(unknown): string
12,1,0,6,4,3,JSON.parse(string)
12,1,0,7,1,0,T[].map(function): U[]
12,1,0,8,39,0,JSON.stringify(unknown): string
12,1,0,8,39,1,JSON.parse(string)
12,1,0,8,39,2,map(function)
12,1,0,8,39,3,structuredClone(unknown)
12,1,0,8,39,4,slice(number)
12,1,0,8,39,5,"map(unknown, function)"
12,1,0,8,39,6,evalJSON(unknown)
12,1,0,8,39,7,toJSON(unknown)
12,1,0,8,39,8,JSON.stringify(object): string
12,1,0,8,39,9,cloneDeep(function)
12,1,0,9,2,0,JSON.stringify(number[][]): string
12,1,0,9,2,1,JSON.parse(string)
12,1,1,0,64,0,"T[].reduce(function, U): U"
12,1,1,0,64,1,JSON.parse(string)
12,1,1,0,64,2,JSON.stringify(object): string
12,1,1,0,64,3,JSON.stringify(unknown): string
12,1,1,0,64,4,"ObjectConstructor.assign(T, U): T & U"
12,1,1,0,64,5,clone(object)
12,1,1,0,64,6,cloneDeep(function)
12,1,1,0,64,7,cloneDeep(object)
12,1,1,0,64,8,"extend(boolean, object, object)"
12,1,1,0,64,9,clone(unknown)
12,1,1,1,9,0,JSON.parse(string)
12,1,1,1,9,1,JSON.stringify(unknown): string
12,1,1,1,9,2,ObjectConstructor.assign(object)
12,1,1,1,9,3,cloneDeep(function)
12,1,1,1,9,4,JSON.stringify(object): string
12,1,1,1,9,5,instanceCopy(myObject)
12,1,1,1,9,6,something()
12,1,1,1,9,7,structuredClone(unknown)
12,1,1,2,22,0,JSON.stringify(object): string
12,1,1,2,22,1,JSON.parse(string)
12,1,1,2,22,2,"function.mapCopy(unknown, function): object"
12,1,1,2,22,3,clone(object[])
12,1,1,2,22,4,T[].slice(): T[]
12,1,1,2,22,5,cloneDeep(object[])
12,1,1,2,22,6,structuredClone(object)
12,1,1,2,22,7,"ObjectConstructor.assign(T, U): T & U"
12,1,1,2,22,8,deepClone(number)
12,1,1,2,22,9,deepClone(string)
12,1,1,3,2,0,JSON.stringify(object): string
12,1,1,3,2,1,JSON.parse(string)
12,1,1,4,35,0,JSON.parse(string)
12,1,1,4,35,1,JSON.stringify(unknown): string
12,1,1,4,35,2,deepClone(object)
12,1,1,4,35,3,structuredClone(object)
12,1,1,4,35,4,JSON.stringify(object): string
12,1,1,4,35,5,Document.createElement(K): HTMLElementTagNameMap[K]
12,1,1,4,35,6,clone(object)
12,1,1,4,35,7,snapshot(unknown)
12,1,1,4,35,8,"concat(unknown, unknown, unknown, unknown)"
12,1,1,4,35,9,clone(unknown)
12,1,1,6,9,0,JSON.parse(string)
12,1,1,6,9,1,"ObjectConstructor.assign(T, U): T & U"
12,1,1,6,9,2,cloneDeep(unknown)
12,1,1,6,9,3,"extend(boolean, object, object)"
12,1,1,6,9,4,JSON.stringify(object): string
12,1,1,6,9,5,JSON.stringify(unknown): string
12,6,0,0,8,0,static(string)
12,6,0,0,8,1,use(unknown)
